gm_code,municipality,gender,age_group,education,N,vote_2030
GM0512    ,Gorinchem,male,15-25,"Havo, vwo, mbo2-4",973.0,VVD
GM1640    ,Leudal,female,45-55,"Hbo-, wo-bachelor",568.0,CDA
GM0796    ,'s-Hertogenbosch,female,55-65,"Hbo-, wo-bachelor",2231.0,CDA
GM0119    ,Meppel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",814.0,PVV
GM1883    ,Sittard-Geleen,male,35-45,"Havo, vwo, mbo2-4",2155.0,VVD
GM0703    ,Reimerswaal,male,15-25,"Havo, vwo, mbo2-4",694.0,Did not vote
GM0820    ,"Nuenen, Gerwen en Nederwetten",female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",73.0,CDA
GM0177    ,Raalte,female,35-45,"Hbo-, wo-bachelor",628.0,CDA
GM0867    ,Waalwijk,female,55-65,"Havo, vwo, mbo2-4",1505.0,CDA
GM0200    ,Apeldoorn,male,45-55,Basisonderwijs,902.0,VVD
GM0451    ,Uithoorn,male,35-45,"Havo, vwo, mbo2-4",891.0,VVD
GM0505    ,Dordrecht,male,45-55,"Havo, vwo, mbo2-4",3526.0,VVD
GM0453    ,Velsen,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",520.0,VVD
GM0356    ,Nieuwegein,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1300.0,Did not vote
GM0106    ,Assen,male,25-35,"Havo, vwo, mbo2-4",2326.0,D66
GM0777    ,Etten-Leur,male,15-25,Basisonderwijs,346.0,Did not vote
GM0171    ,Noordoostpolder,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",560.0,BBB
GM0394    ,Haarlemmermeer,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1469.0,Did not vote
GM1640    ,Leudal,male,35-45,"Hbo-, wo-bachelor",528.0,VVD
GM1978    ,Molenlanden,male,55-65,"Havo, vwo, mbo2-4",1546.0,CDA
GM1771    ,Geldrop-Mierlo,female,35-45,"Hbo-, wo-master, doctor",485.0,D66
GM0677    ,Hulst,male,45-55,"Hbo-, wo-bachelor",431.0,BBB
GM0840    ,Rucphen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",546.0,CDA
GM1676    ,Schouwen-Duiveland,female,15-25,"Havo, vwo, mbo2-4",664.0,D66
GM0532    ,Stede Broec,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",480.0,Did not vote
GM1926    ,Pijnacker-Nootdorp,female,45-55,"Hbo-, wo-master, doctor",1026.0,D66
GM0451    ,Uithoorn,female,25-35,"Hbo-, wo-bachelor",670.0,D66
GM0153    ,Enschede,male,65-75,Basisonderwijs,1209.0,50PLUS
GM1742    ,Rijssen-Holten,male,25-35,"Hbo-, wo-bachelor",616.0,VVD
GM0664    ,Goes,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",648.0,50PLUS
GM1783    ,Westland,female,35-45,"Hbo-, wo-bachelor",2174.0,D66
GM0086    ,Opsterland,male,45-55,"Havo, vwo, mbo2-4",984.0,CDA
GM1714    ,Sluis,male,15-25,Basisonderwijs,234.0,Did not vote
GM0394    ,Haarlemmermeer,male,35-45,"Hbo-, wo-bachelor",3024.0,D66
GM1960    ,West Betuwe,female,25-35,"Havo, vwo, mbo2-4",1447.0,BBB
GM0014    ,Groningen (gemeente),female,65-75,"Hbo-, wo-bachelor",2777.0,D66
GM0200    ,Apeldoorn,female,25-35,"Hbo-, wo-bachelor",2716.0,D66
GM0603    ,Rijswijk (ZH.),female,35-45,"Havo, vwo, mbo2-4",1377.0,VVD
GM0796    ,'s-Hertogenbosch,male,35-45,"Hbo-, wo-master, doctor",2246.0,D66
GM0014    ,Groningen (gemeente),male,45-55,"Havo, vwo, mbo2-4",4508.0,VVD
GM0034    ,Almere,male,55-65,Basisonderwijs,1185.0,PVV
GM0984    ,Venray,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",320.0,CDA
GM0047    ,Veendam,female,45-55,"Havo, vwo, mbo2-4",902.0,CDA
GM0228    ,Ede,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1145.0,VVD
GM0085    ,Ooststellingwerf,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",412.0,CDA
GM0537    ,Katwijk,male,65-75,"Havo, vwo, mbo2-4",1329.0,VVD
GM0394    ,Haarlemmermeer,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",1254.0,PVV
GM0059    ,Achtkarspelen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",526.0,50PLUS
GM0518    ,'s-Gravenhage (gemeente),female,35-45,Basisonderwijs,4968.0,PVV
GM1980    ,Dijk en Waard,male,25-35,"Hbo-, wo-bachelor",1402.0,D66
GM1948    ,Meierijstad,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1565.0,Did not vote
GM0603    ,Rijswijk (ZH.),male,25-35,"Hbo-, wo-bachelor",1386.0,D66
GM1652    ,Gemert-Bakel,female,65-75,Basisonderwijs,274.0,50PLUS
GM1970    ,Noardeast-Fryslân,female,45-55,"Havo, vwo, mbo2-4",1574.0,FNP
GM1959    ,Altena,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1201.0,CDA
GM0796    ,'s-Hertogenbosch,male,65-75,"Havo, vwo, mbo2-4",2975.0,CDA
GM0014    ,Groningen (gemeente),male,35-45,"Havo, vwo, mbo2-4",4880.0,VVD
GM0090    ,Smallingerland,male,65-75,"Hbo-, wo-bachelor",663.0,CDA
GM1926    ,Pijnacker-Nootdorp,female,35-45,"Hbo-, wo-bachelor",1205.0,D66
GM0222    ,Doetinchem,male,45-55,"Havo, vwo, mbo2-4",1820.0,VVD
GM0737    ,Tytsjerksteradiel,male,25-35,"Havo, vwo, mbo2-4",1006.0,BBB
GM0777    ,Etten-Leur,male,25-35,Basisonderwijs,58.0,Did not vote
GM0405    ,Hoorn,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",691.0,PVV
GM1992    ,Voorne aan Zee,male,55-65,"Havo, vwo, mbo2-4",2682.0,VVD
GM0610    ,Sliedrecht,male,15-25,"Havo, vwo, mbo2-4",686.0,Did not vote
GM0345    ,Veenendaal,male,55-65,"Hbo-, wo-bachelor",783.0,VVD
GM0383    ,Castricum,female,65-75,"Hbo-, wo-bachelor",540.0,CDA
GM0637    ,Zoetermeer,female,45-55,"Hbo-, wo-master, doctor",1132.0,D66
GM1982    ,Land van Cuijk,female,45-55,"Hbo-, wo-bachelor",1305.0,CDA
GM1709    ,Moerdijk,female,55-65,"Havo, vwo, mbo2-4",1455.0,CDA
GM0209    ,Beuningen,female,45-55,"Havo, vwo, mbo2-4",712.0,CDA
GM0737    ,Tytsjerksteradiel,male,45-55,"Hbo-, wo-bachelor",426.0,VVD
GM0855    ,Tilburg,female,45-55,"Hbo-, wo-bachelor",3183.0,D66
GM0400    ,Den Helder,female,15-25,"Havo, vwo, mbo2-4",1260.0,GL-PvdA
GM0203    ,Barneveld,male,15-25,"Havo, vwo, mbo2-4",1886.0,Did not vote
GM0531    ,Hendrik-Ido-Ambacht,female,55-65,"Hbo-, wo-bachelor",309.0,50PLUS
GM0275    ,Rheden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",364.0,CDA
GM1992    ,Voorne aan Zee,female,55-65,"Havo, vwo, mbo2-4",2742.0,CDA
GM0505    ,Dordrecht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2401.0,Did not vote
GM0363    ,Amsterdam,female,45-55,Basisonderwijs,7168.0,SP
GM0826    ,Oosterhout,male,45-55,"Hbo-, wo-master, doctor",389.0,D66
GM0163    ,Hellendoorn,male,35-45,"Havo, vwo, mbo2-4",1176.0,VVD
GM0301    ,Zutphen,male,65-75,Basisonderwijs,326.0,CDA
GM0748    ,Bergen op Zoom,male,55-65,"Hbo-, wo-master, doctor",582.0,VVD
GM0213    ,Brummen,female,65-75,"Hbo-, wo-bachelor",260.0,CDA
GM1507    ,Horst aan de Maas,female,45-55,"Hbo-, wo-master, doctor",258.0,D66
GM0232    ,Epe,male,45-55,"Havo, vwo, mbo2-4",1000.0,CDA
GM1911    ,Hollands Kroon,male,55-65,"Havo, vwo, mbo2-4",2158.0,BBB
GM0160    ,Hardenberg,male,55-65,Basisonderwijs,483.0,BBB
GM0296    ,Wijchen,female,35-45,"Hbo-, wo-bachelor",684.0,D66
GM0344    ,Utrecht (gemeente),male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",2087.0,VVD
GM0882    ,Landgraaf,female,35-45,"Havo, vwo, mbo2-4",916.0,CDA
GM0080    ,Leeuwarden,male,45-55,"Havo, vwo, mbo2-4",3306.0,VVD
GM0610    ,Sliedrecht,male,55-65,"Havo, vwo, mbo2-4",850.0,CDA
GM0737    ,Tytsjerksteradiel,female,55-65,"Havo, vwo, mbo2-4",1175.0,50PLUS
GM0321    ,Houten,female,15-25,"Havo, vwo, mbo2-4",1438.0,D66
GM0193    ,Zwolle,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",970.0,50PLUS
GM0200    ,Apeldoorn,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1333.0,VVD
GM0362    ,Amstelveen,female,45-55,"Hbo-, wo-master, doctor",2375.0,D66
GM0396    ,Heemskerk,male,15-25,"Havo, vwo, mbo2-4",946.0,Did not vote
GM0352    ,Wijk bij Duurstede,male,45-55,"Havo, vwo, mbo2-4",712.0,VVD
GM0748    ,Bergen op Zoom,male,15-25,"Havo, vwo, mbo2-4",1431.0,D66
GM0988    ,Weert,female,35-45,"Havo, vwo, mbo2-4",1151.0,VVD
GM0654    ,Borsele,male,65-75,"Havo, vwo, mbo2-4",656.0,BBB
GM0184    ,Urk,female,15-25,"Havo, vwo, mbo2-4",785.0,VVD
GM1734    ,Overbetuwe,male,15-25,Basisonderwijs,567.0,Did not vote
GM0243    ,Harderwijk,male,25-35,Basisonderwijs,105.0,Did not vote
GM1674    ,Roosendaal,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1368.0,CDA
GM0983    ,Venlo,female,55-65,"Hbo-, wo-bachelor",1011.0,50PLUS
GM0513    ,Gouda,female,15-25,Basisonderwijs,440.0,Did not vote
GM1700    ,Twenterand,male,55-65,"Hbo-, wo-bachelor",288.0,50PLUS
GM0321    ,Houten,female,25-35,"Hbo-, wo-bachelor",824.0,GL-PvdA
GM0758    ,Breda,female,25-35,"Havo, vwo, mbo2-4",3699.0,D66
GM1700    ,Twenterand,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",730.0,CDA
GM0274    ,Renkum,female,45-55,"Hbo-, wo-bachelor",693.0,D66
GM1954    ,Beekdaelen,male,65-75,"Hbo-, wo-bachelor",642.0,CDA
GM1842    ,Midden-Delfland,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",67.0,VVD
GM0983    ,Venlo,male,65-75,Basisonderwijs,760.0,CDA
GM0402    ,Hilversum,female,25-35,Basisonderwijs,348.0,Did not vote
GM0828    ,Oss,female,55-65,"Hbo-, wo-bachelor",1022.0,CDA
GM0080    ,Leeuwarden,female,15-25,"Havo, vwo, mbo2-4",5737.0,D66
GM0394    ,Haarlemmermeer,male,45-55,"Hbo-, wo-bachelor",2464.0,VVD
GM0484    ,Alphen aan den Rijn,female,65-75,"Havo, vwo, mbo2-4",2476.0,CDA
GM1740    ,Neder-Betuwe,female,15-25,"Hbo-, wo-bachelor",141.0,D66
GM0935    ,Maastricht,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",825.0,50PLUS
GM0243    ,Harderwijk,male,15-25,Basisonderwijs,465.0,Did not vote
GM0826    ,Oosterhout,female,55-65,"Havo, vwo, mbo2-4",1932.0,CDA
GM0361    ,Alkmaar,female,45-55,"Havo, vwo, mbo2-4",2956.0,CDA
GM1884    ,Kaag en Braassem,male,55-65,"Havo, vwo, mbo2-4",1058.0,BBB
GM0014    ,Groningen (gemeente),female,65-75,"Hbo-, wo-master, doctor",1622.0,D66
GM0109    ,Coevorden,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",559.0,CDA
GM1942    ,Gooise Meren,female,15-25,"Havo, vwo, mbo2-4",1236.0,D66
GM0059    ,Achtkarspelen,female,55-65,"Havo, vwo, mbo2-4",984.0,CDA
GM0770    ,Eersel,male,65-75,"Hbo-, wo-bachelor",286.0,CDA
GM0988    ,Weert,female,45-55,"Havo, vwo, mbo2-4",1376.0,CDA
GM1674    ,Roosendaal,female,65-75,"Havo, vwo, mbo2-4",1642.0,CDA
GM1674    ,Roosendaal,male,55-65,"Havo, vwo, mbo2-4",2378.0,CDA
GM0363    ,Amsterdam,male,65-75,"Hbo-, wo-bachelor",7286.0,D66
GM0202    ,Arnhem,female,45-55,"Hbo-, wo-master, doctor",2541.0,D66
GM0406    ,Huizen,female,55-65,"Havo, vwo, mbo2-4",1449.0,VVD
GM0222    ,Doetinchem,male,15-25,"Hbo-, wo-bachelor",634.0,D66
GM0622    ,Vlaardingen,male,35-45,Basisonderwijs,610.0,PVV
GM0118    ,Hoogeveen,female,25-35,"Havo, vwo, mbo2-4",1695.0,Other
GM0505    ,Dordrecht,female,45-55,Basisonderwijs,1022.0,Did not vote
GM0385    ,Edam-Volendam,female,55-65,"Havo, vwo, mbo2-4",1015.0,50PLUS
GM0392    ,Haarlem,female,35-45,"Havo, vwo, mbo2-4",2918.0,D66
GM0177    ,Raalte,male,45-55,"Havo, vwo, mbo2-4",1111.0,BBB
GM1586    ,Oost Gelre,female,25-35,"Havo, vwo, mbo2-4",678.0,VVD
GM0479    ,Zaanstad,male,35-45,"Hbo-, wo-bachelor",2109.0,D66
GM0502    ,Capelle aan den IJssel,female,55-65,"Havo, vwo, mbo2-4",2166.0,VVD
GM0158    ,Haaksbergen,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",238.0,50PLUS
GM0014    ,Groningen (gemeente),female,45-55,"Havo, vwo, mbo2-4",3727.0,GL-PvdA
GM0345    ,Veenendaal,female,25-35,"Havo, vwo, mbo2-4",2341.0,D66
GM0361    ,Alkmaar,female,15-25,Basisonderwijs,678.0,Did not vote
GM0502    ,Capelle aan den IJssel,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",603.0,VVD
GM0762    ,Deurne,female,25-35,"Havo, vwo, mbo2-4",788.0,VVD
GM0014    ,Groningen (gemeente),female,35-45,"Havo, vwo, mbo2-4",3168.0,GL-PvdA
GM0935    ,Maastricht,female,65-75,"Havo, vwo, mbo2-4",2430.0,50PLUS
GM0855    ,Tilburg,female,45-55,"Havo, vwo, mbo2-4",5199.0,CDA
GM1724    ,Bergeijk,male,65-75,"Havo, vwo, mbo2-4",627.0,BBB
GM0345    ,Veenendaal,female,65-75,"Havo, vwo, mbo2-4",1535.0,CDA
GM1904    ,Stichtse Vecht,male,25-35,"Hbo-, wo-master, doctor",544.0,D66
GM0840    ,Rucphen,male,25-35,"Hbo-, wo-bachelor",413.0,D66
GM0772    ,Eindhoven,male,25-35,Basisonderwijs,1230.0,Did not vote
GM0983    ,Venlo,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2136.0,Did not vote
GM0796    ,'s-Hertogenbosch,male,25-35,"Hbo-, wo-master, doctor",2756.0,D66
GM1525    ,Teylingen,male,65-75,"Hbo-, wo-master, doctor",392.0,D66
GM0243    ,Harderwijk,male,25-35,"Havo, vwo, mbo2-4",1554.0,VVD
GM1705    ,Lingewaard,male,15-25,"Havo, vwo, mbo2-4",1365.0,BBB
GM0080    ,Leeuwarden,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2513.0,BBB
GM0313    ,Bunschoten,female,35-45,"Havo, vwo, mbo2-4",723.0,CDA
GM0637    ,Zoetermeer,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",2878.0,Did not vote
GM0893    ,Bergen (L.),male,45-55,"Hbo-, wo-bachelor",442.0,VVD
GM0748    ,Bergen op Zoom,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",972.0,CDA
GM1931    ,Krimpenerwaard,male,15-25,"Havo, vwo, mbo2-4",1580.0,D66
GM0114    ,Emmen,male,55-65,"Hbo-, wo-master, doctor",403.0,VVD
GM0505    ,Dordrecht,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1045.0,CDA
GM1696    ,Wijdemeren,female,25-35,"Havo, vwo, mbo2-4",421.0,D66
GM0114    ,Emmen,female,25-35,"Havo, vwo, mbo2-4",3149.0,D66
GM0637    ,Zoetermeer,female,35-45,"Havo, vwo, mbo2-4",3326.0,D66
GM1963    ,Hoeksche Waard,female,35-45,"Hbo-, wo-master, doctor",827.0,D66
GM0546    ,Leiden,male,25-35,"Hbo-, wo-master, doctor",4242.0,D66
GM0189    ,Wierden,female,15-25,"Havo, vwo, mbo2-4",780.0,Did not vote
GM1621    ,Lansingerland,female,25-35,"Hbo-, wo-bachelor",1309.0,D66
GM0917    ,Heerlen,male,65-75,"Havo, vwo, mbo2-4",2360.0,CDA
GM0384    ,Diemen,male,15-25,"Hbo-, wo-bachelor",534.0,D66
GM1783    ,Westland,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1465.0,BBB
