index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
1706,6,21,68-72,Male,White,Not Hispanic,HS grad,1247.9021405366373,CA,CA-21,Republican
1707,24,1,38-42,Female,White,Not Hispanic,4-year,4520.537199999996,MD,MD-1,Republican
1708,48,21,83+,Female,Other/Multi,Hispanic,No HS,638.0772606709812,TX,TX-21,Democrat
1709,13,12,23-27,Female,White,Not Hispanic,4-year,2825.173999999999,GA,GA-12,Republican
1710,44,2,73-77,Male,White,Not Hispanic,No HS,516.0608999999998,RI,RI-2,Other
1711,21,2,63-67,Female,White,Not Hispanic,2-year,1999.1398999999988,KY,KY-2,Republican
1712,55,1,28-32,Male,Other/Multi,Hispanic,Some college,492.7451,WI,WI-1,Did not vote
1713,48,25,53-57,Male,White,Not Hispanic,HS grad,3928.2619800042703,TX,TX-25,Republican
1714,17,1,23-27,Male,White,Not Hispanic,Post-grad,558.3148000000001,IL,IL-1,Other
1715,42,12,33-37,Female,White,Not Hispanic,2-year,2250.834700000001,PA,PA-12,Other
1716,17,17,23-27,Male,White,Not Hispanic,HS grad,4938.484499999993,IL,IL-17,Republican
1717,36,10,28-32,Male,White,Not Hispanic,Post-grad,5634.136200000003,NY,NY-10,Republican
1718,37,6,63-67,Female,Black,Not Hispanic,HS grad,1351.907088662179,NC,NC-6,Did not vote
1719,48,1,18-22,Male,Other/Multi,Not Hispanic,Some college,435.1888993482477,TX,TX-1,Republican
1720,4,3,38-42,Female,Other/Multi,Hispanic,No HS,1684.0395000000003,AZ,AZ-3,Republican
1721,12,12,63-67,Female,White,Not Hispanic,2-year,1939.9394923103623,FL,FL-12,Republican
1722,39,13,63-67,Female,White,Not Hispanic,HS grad,8545.021852081885,OH,OH-13,Other
1723,34,5,43-47,Female,Asian,Not Hispanic,Post-grad,1101.0022,NJ,NJ-5,Democrat
1724,27,6,53-57,Male,White,Not Hispanic,4-year,5081.865100000001,MN,MN-6,Republican
1725,6,3,38-42,Male,White,Not Hispanic,2-year,1208.3079338992527,CA,CA-3,Republican
1726,18,5,18-22,Male,White,Not Hispanic,No HS,3363.9845,IN,IN-5,Did not vote
1727,48,17,38-42,Female,White,Not Hispanic,4-year,4704.329449238118,TX,TX-17,Democrat
1728,4,6,28-32,Female,Other/Multi,Hispanic,Some college,1546.8911000000005,AZ,AZ-6,Republican
1729,22,2,48-52,Male,Black,Not Hispanic,HS grad,3327.818800000001,LA,LA-2,Republican
1730,51,9,58-62,Male,Black,Not Hispanic,No HS,296.0009,VA,VA-9,Did not vote
1731,6,1,48-52,Male,White,Not Hispanic,Some college,2935.991838913636,CA,CA-1,Did not vote
1732,42,3,63-67,Male,Black,Not Hispanic,Post-grad,614.5699,PA,PA-3,Democrat
1733,12,28,63-67,Female,White,Not Hispanic,HS grad,963.389124856698,FL,FL-28,Republican
1734,48,18,18-22,Female,Other/Multi,Hispanic,No HS,1235.0595552422274,TX,TX-18,Democrat
1735,42,2,28-32,Male,Black,Not Hispanic,HS grad,2736.4385999999995,PA,PA-2,Did not vote
1736,48,26,48-52,Male,White,Not Hispanic,HS grad,2354.710034750129,TX,TX-26,Democrat
1737,12,11,18-22,Male,White,Not Hispanic,2-year,694.8375008336957,FL,FL-11,Republican
1738,30,1,68-72,Male,White,Not Hispanic,Post-grad,3039.8978,MT,MT-1,Republican
1739,42,15,73-77,Female,White,Not Hispanic,Some college,2159.7602000000024,PA,PA-15,Republican
1740,12,23,18-22,Female,White,Not Hispanic,Some college,1920.4301437951424,FL,FL-23,Democrat
1741,12,16,78-82,Male,White,Not Hispanic,Some college,3032.238892597401,FL,FL-16,Democrat
1742,4,4,58-62,Female,White,Not Hispanic,Some college,3868.0237,AZ,AZ-4,Other
1743,53,4,48-52,Female,White,Not Hispanic,Post-grad,1728.9565999999995,WA,WA-4,Republican
1744,39,12,83+,Female,White,Not Hispanic,HS grad,6540.064824705476,OH,OH-12,Democrat
1745,36,23,33-37,Female,White,Not Hispanic,HS grad,4393.199299999998,NY,NY-23,Republican
1746,42,1,43-47,Female,White,Not Hispanic,4-year,5479.4637,PA,PA-1,Democrat
1747,30,2,18-22,Male,White,Not Hispanic,HS grad,5636.8992,MT,MT-2,Other
1748,26,10,83+,Female,White,Not Hispanic,HS grad,7464.542699999999,MI,MI-10,Democrat
1749,25,9,38-42,Female,White,Not Hispanic,2-year,2003.0739,MA,MA-9,Democrat
1750,36,25,23-27,Male,Black,Hispanic,HS grad,40.0,NY,NY-25,Democrat
1751,12,5,33-37,Female,White,Not Hispanic,Some college,2637.697213327696,FL,FL-5,Republican
1752,48,27,48-52,Male,Other/Multi,Hispanic,No HS,1633.9261915948375,TX,TX-27,Republican
1753,47,2,58-62,Male,White,Not Hispanic,HS grad,7695.752300000002,TN,TN-2,Republican
1754,18,5,53-57,Female,White,Not Hispanic,HS grad,5164.5998999999965,IN,IN-5,Republican
1755,34,12,43-47,Male,White,Hispanic,Post-grad,65.9364,NJ,NJ-12,Democrat
1756,6,44,78-82,Female,Native American,Hispanic,No HS,45.400571155794886,CA,CA-44,Democrat
1757,53,10,43-47,Female,White,Not Hispanic,Post-grad,2309.8764999999994,WA,WA-10,Democrat
1758,48,34,68-72,Female,White,Not Hispanic,2-year,590.1958125869992,TX,TX-34,Did not vote
1759,50,1,23-27,Male,White,Not Hispanic,No HS,761.0,VT,VT-1,Democrat
1760,17,15,23-27,Male,Black,Not Hispanic,Some college,380.7928,IL,IL-15,Did not vote
1761,8,5,53-57,Female,White,Not Hispanic,2-year,1539.1097999999995,CO,CO-5,Democrat
1762,12,9,33-37,Female,White,Not Hispanic,4-year,2956.285119891407,FL,FL-9,Democrat
1763,6,19,78-82,Male,Black,Not Hispanic,Some college,34.34258995835419,CA,CA-19,Democrat
1764,6,34,48-52,Female,White,Hispanic,HS grad,186.01364612496928,CA,CA-34,Democrat
1765,6,10,58-62,Female,White,Not Hispanic,Some college,2567.8507596496643,CA,CA-10,Republican
1766,55,5,48-52,Male,White,Not Hispanic,4-year,6460.172399999996,WI,WI-5,Republican
1767,6,11,68-72,Male,Other/Multi,Hispanic,Some college,382.1741089643049,CA,CA-11,Democrat
1768,6,40,58-62,Female,White,Not Hispanic,2-year,1644.6854315687524,CA,CA-40,Republican
1769,47,9,18-22,Male,White,Not Hispanic,Some college,2042.4419000000005,TN,TN-9,Republican
1770,35,1,28-32,Female,Native American,Not Hispanic,HS grad,318.13470000000007,NM,NM-1,Did not vote
1771,42,13,83+,Female,White,Not Hispanic,HS grad,10245.738500000009,PA,PA-13,Did not vote
1772,36,21,38-42,Male,White,Not Hispanic,HS grad,7026.051799999996,NY,NY-21,Republican
1773,48,25,18-22,Female,Other/Multi,Hispanic,HS grad,2821.78147366662,TX,TX-25,Republican
1774,36,24,38-42,Male,White,Not Hispanic,2-year,2570.930500000001,NY,NY-24,Republican
1775,29,5,73-77,Male,Black,Not Hispanic,HS grad,373.44135509087465,MO,MO-5,Democrat
1776,39,14,18-22,Male,White,Not Hispanic,HS grad,8959.552639111735,OH,OH-14,Republican
1777,25,8,38-42,Female,Other/Multi,Hispanic,Post-grad,235.4697,MA,MA-8,Democrat
1778,18,4,18-22,Male,Other/Multi,Not Hispanic,Some college,727.7377,IN,IN-4,Republican
1779,26,7,48-52,Male,White,Not Hispanic,Some college,4408.588200000002,MI,MI-7,Did not vote
1780,8,5,68-72,Male,White,Not Hispanic,Post-grad,3569.9205,CO,CO-5,Democrat
1781,45,4,53-57,Male,White,Not Hispanic,HS grad,4261.496700000001,SC,SC-4,Other
1782,13,2,18-22,Male,White,Not Hispanic,Some college,3131.612900000001,GA,GA-2,Did not vote
1783,6,50,63-67,Male,White,Not Hispanic,Some college,2780.431342483484,CA,CA-50,Democrat
1784,12,23,38-42,Female,Black,Not Hispanic,4-year,1162.0698522354407,FL,FL-23,Democrat
1785,48,6,53-57,Male,White,Not Hispanic,HS grad,3161.212003154345,TX,TX-6,Did not vote
1786,17,14,33-37,Female,White,Not Hispanic,4-year,4451.3443,IL,IL-14,Did not vote
1787,39,3,33-37,Female,White,Not Hispanic,Some college,2591.226542172035,OH,OH-3,Democrat
1788,48,13,33-37,Female,Other/Multi,Hispanic,No HS,458.26671102013466,TX,TX-13,Democrat
1789,6,13,53-57,Female,White,Not Hispanic,Some college,1507.7832555754562,CA,CA-13,Republican
1790,42,10,28-32,Female,White,Not Hispanic,4-year,4901.3054,PA,PA-10,Democrat
1791,17,4,18-22,Female,Other/Multi,Hispanic,HS grad,5857.068100000001,IL,IL-4,Democrat
1792,12,11,38-42,Male,White,Not Hispanic,Post-grad,1985.677547916124,FL,FL-11,Democrat
1793,39,4,48-52,Female,Other/Multi,Hispanic,No HS,32.48703158626136,OH,OH-4,Democrat
1794,48,37,68-72,Female,White,Not Hispanic,2-year,372.9057816533669,TX,TX-37,Republican
1795,15,2,78-82,Male,White,Not Hispanic,4-year,711.216,HI,HI-2,Republican
1796,34,7,63-67,Female,White,Not Hispanic,HS grad,4759.979500000006,NJ,NJ-7,Republican
1797,13,14,53-57,Female,White,Not Hispanic,4-year,3110.538800000001,GA,GA-14,Republican
1798,34,1,48-52,Female,Asian,Not Hispanic,4-year,416.3563000000001,NJ,NJ-1,Democrat
1799,36,17,58-62,Male,White,Not Hispanic,4-year,5835.868799999999,NY,NY-17,Democrat
1800,36,12,23-27,Male,Other/Multi,Hispanic,4-year,1257.4299,NY,NY-12,Democrat
1801,36,18,43-47,Female,White,Not Hispanic,HS grad,2822.2613,NY,NY-18,Democrat
1802,6,41,73-77,Female,Asian,Not Hispanic,2-year,289.67604534890484,CA,CA-41,Democrat
1803,39,6,38-42,Male,White,Not Hispanic,HS grad,7546.931021763045,OH,OH-6,Democrat
1804,37,13,58-62,Female,White,Not Hispanic,Some college,3608.8696017835687,NC,NC-13,Democrat
1805,39,1,73-77,Male,White,Not Hispanic,Post-grad,2220.4352198657616,OH,OH-1,Democrat
1806,6,11,73-77,Female,White,Not Hispanic,2-year,467.9716077438656,CA,CA-11,Republican
1807,25,8,23-27,Male,Asian,Not Hispanic,HS grad,142.8907,MA,MA-8,Republican
1808,23,1,73-77,Male,White,Not Hispanic,Some college,2343.98,ME,ME-1,Did not vote
1809,6,18,33-37,Female,Other/Multi,Hispanic,2-year,1052.477197004995,CA,CA-18,Republican
1810,12,13,58-62,Male,White,Not Hispanic,2-year,2157.4012792586936,FL,FL-13,Republican
1811,25,5,53-57,Male,White,Not Hispanic,Some college,2248.1986,MA,MA-5,Democrat
1812,41,6,73-77,Male,White,Not Hispanic,2-year,1205.6807,OR,OR-6,Republican
1813,12,19,48-52,Male,White,Not Hispanic,HS grad,3552.3514130909152,FL,FL-19,Democrat
1814,48,1,23-27,Male,Black,Not Hispanic,HS grad,1884.8905878296453,TX,TX-1,Democrat
1815,32,3,68-72,Female,White,Not Hispanic,4-year,2388.368100000001,NV,NV-3,Democrat
1816,42,8,38-42,Female,White,Not Hispanic,4-year,3590.2323,PA,PA-8,Republican
1817,26,9,48-52,Male,Black,Not Hispanic,HS grad,438.5371,MI,MI-9,Democrat
1818,27,8,33-37,Male,White,Not Hispanic,HS grad,6047.049299999993,MN,MN-8,Republican
1819,36,16,58-62,Male,Other/Multi,Hispanic,HS grad,1191.4719,NY,NY-16,Other
1820,51,2,58-62,Female,White,Not Hispanic,Some college,4036.068399999999,VA,VA-2,Republican
1821,27,4,78-82,Female,Other/Multi,Not Hispanic,Some college,112.619,MN,MN-4,Republican
1822,29,8,53-57,Male,White,Not Hispanic,HS grad,9205.350243713738,MO,MO-8,Republican
1823,36,8,23-27,Male,Other/Multi,Hispanic,4-year,691.5832999999997,NY,NY-8,Democrat
1824,41,4,48-52,Female,Other/Multi,Hispanic,HS grad,112.5572,OR,OR-4,Republican
1825,6,10,73-77,Female,Asian,Not Hispanic,HS grad,374.9141131073292,CA,CA-10,Democrat
1826,29,3,33-37,Female,White,Not Hispanic,Post-grad,4466.443665034431,MO,MO-3,Democrat
1827,26,13,28-32,Male,Other/Multi,Not Hispanic,Some college,494.8189,MI,MI-13,Democrat
1828,50,1,18-22,Female,White,Not Hispanic,Some college,10037.0,VT,VT-1,Did not vote
1829,27,5,58-62,Female,White,Not Hispanic,HS grad,2310.367,MN,MN-5,Republican
1830,26,7,63-67,Male,White,Not Hispanic,Post-grad,2704.699000000001,MI,MI-7,Republican
1831,53,6,23-27,Female,Asian,Not Hispanic,HS grad,152.5369,WA,WA-6,Republican
1832,25,9,63-67,Female,White,Not Hispanic,2-year,4238.635099999999,MA,MA-9,Republican
1833,9,2,73-77,Male,White,Not Hispanic,No HS,849.5641999999999,CT,CT-2,Republican
1834,12,11,48-52,Female,Black,Not Hispanic,4-year,672.3086509199837,FL,FL-11,Democrat
1835,6,22,48-52,Female,Other/Multi,Hispanic,4-year,675.4969470308797,CA,CA-22,Democrat
1836,1,1,33-37,Female,White,Not Hispanic,4-year,3614.199699999999,AL,AL-1,Republican
1837,25,1,63-67,Male,White,Not Hispanic,Post-grad,2633.548800000002,MA,MA-1,Democrat
1838,42,11,73-77,Male,White,Not Hispanic,Some college,1776.3144,PA,PA-11,Republican
1839,41,2,63-67,Female,White,Not Hispanic,2-year,2894.5347999999976,OR,OR-2,Democrat
1840,4,6,63-67,Female,White,Not Hispanic,Some college,5836.733399999996,AZ,AZ-6,Republican
1841,34,8,28-32,Male,Other/Multi,Hispanic,4-year,1678.8493,NJ,NJ-8,Republican
1842,6,51,23-27,Female,Other/Multi,Not Hispanic,HS grad,402.9273326978814,CA,CA-51,Republican
1843,51,7,78-82,Male,White,Not Hispanic,HS grad,1167.4912000000002,VA,VA-7,Republican
1844,8,4,68-72,Male,White,Hispanic,Some college,64.38409999999999,CO,CO-4,Did not vote
1845,36,19,58-62,Male,White,Not Hispanic,HS grad,8438.114099999995,NY,NY-19,Republican
1846,17,12,53-57,Male,White,Not Hispanic,2-year,3151.313700000001,IL,IL-12,Republican
1847,36,25,53-57,Male,White,Not Hispanic,Some college,2798.681200000001,NY,NY-25,Republican
1848,24,1,33-37,Male,White,Not Hispanic,HS grad,5434.989200000002,MD,MD-1,Democrat
1849,42,8,18-22,Female,White,Not Hispanic,No HS,1630.4966,PA,PA-8,Democrat
1850,12,16,78-82,Female,White,Not Hispanic,Some college,3913.0933233972046,FL,FL-16,Republican
1851,48,36,23-27,Female,Black,Not Hispanic,4-year,724.9369229293078,TX,TX-36,Democrat
1852,27,8,63-67,Female,White,Not Hispanic,HS grad,8149.499199999996,MN,MN-8,Democrat
1853,42,6,48-52,Male,White,Not Hispanic,HS grad,3383.7064,PA,PA-6,Republican
1854,48,10,38-42,Female,White,Hispanic,HS grad,327.98791667423416,TX,TX-10,Republican
1855,56,1,38-42,Female,White,Not Hispanic,Post-grad,2747.0,WY,WY-1,Democrat
1856,12,14,33-37,Female,White,Hispanic,4-year,366.62615524018406,FL,FL-14,Republican
1857,13,13,33-37,Male,Black,Hispanic,HS grad,12.414,GA,GA-13,Democrat
1858,12,25,33-37,Female,Other/Multi,Hispanic,4-year,1555.8278122792117,FL,FL-25,Republican
1859,13,2,83+,Female,White,Not Hispanic,Post-grad,618.5815000000001,GA,GA-2,Democrat
1860,35,2,23-27,Male,Black,Not Hispanic,Some college,288.87639999999993,NM,NM-2,Democrat
1861,55,7,18-22,Male,White,Not Hispanic,Some college,5288.5839999999935,WI,WI-7,Democrat
1862,55,5,58-62,Male,White,Not Hispanic,Post-grad,3400.0741,WI,WI-5,Republican
1863,29,7,68-72,Female,White,Not Hispanic,Some college,5438.942418284575,MO,MO-7,Democrat
1864,36,24,53-57,Male,White,Not Hispanic,2-year,3286.485900000004,NY,NY-24,Did not vote
1865,48,14,68-72,Male,White,Not Hispanic,No HS,515.8406525203698,TX,TX-14,Republican
1866,51,4,58-62,Female,White,Not Hispanic,2-year,1435.5371,VA,VA-4,Republican
1867,12,6,28-32,Male,White,Not Hispanic,Some college,2515.289977218344,FL,FL-6,Democrat
1868,29,8,48-52,Male,Other/Multi,Not Hispanic,HS grad,555.9616150916937,MO,MO-8,Republican
1869,48,2,43-47,Male,White,Not Hispanic,Post-grad,2264.6173816428345,TX,TX-2,Republican
1870,17,1,83+,Female,White,Not Hispanic,Some college,831.3150999999999,IL,IL-1,Democrat
1871,25,5,23-27,Female,White,Not Hispanic,Post-grad,2805.5947999999985,MA,MA-5,Democrat
1872,55,3,58-62,Female,White,Not Hispanic,HS grad,7578.017899999975,WI,WI-3,Democrat
1873,55,3,38-42,Male,White,Not Hispanic,4-year,4465.942700000001,WI,WI-3,Democrat
1874,48,36,28-32,Male,Other/Multi,Hispanic,Post-grad,102.94681234048868,TX,TX-36,Did not vote
1875,45,5,43-47,Female,Black,Not Hispanic,Post-grad,1192.8402,SC,SC-5,Democrat
1876,13,5,53-57,Male,Black,Not Hispanic,4-year,1019.6597000000004,GA,GA-5,Democrat
1877,17,10,23-27,Male,Other/Multi,Hispanic,4-year,1293.7239,IL,IL-10,Did not vote
1878,32,4,43-47,Female,Other/Multi,Hispanic,Some college,869.4619999999999,NV,NV-4,Democrat
1879,34,4,28-32,Male,Black,Not Hispanic,HS grad,181.8011,NJ,NJ-4,Democrat
1880,28,2,83+,Male,White,Not Hispanic,4-year,723.1093999999999,MS,MS-2,Republican
1881,36,23,58-62,Male,White,Not Hispanic,HS grad,10209.464800000023,NY,NY-23,Did not vote
1882,23,1,58-62,Female,White,Not Hispanic,HS grad,6512.887299999999,ME,ME-1,Republican
1883,42,3,48-52,Male,White,Not Hispanic,Some college,802.141,PA,PA-3,Republican
1884,17,15,63-67,Female,White,Not Hispanic,Some college,5213.543000000008,IL,IL-15,Did not vote
1885,17,14,43-47,Male,White,Not Hispanic,4-year,3982.323300000002,IL,IL-14,Democrat
1886,6,38,23-27,Female,Other/Multi,Hispanic,Some college,4149.251268717887,CA,CA-38,Did not vote
1887,10,1,38-42,Male,White,Hispanic,Some college,42.0,DE,DE-1,Other
1888,48,10,58-62,Female,White,Not Hispanic,Post-grad,2434.121137021557,TX,TX-10,Did not vote
1889,25,7,73-77,Female,White,Not Hispanic,No HS,249.5562,MA,MA-7,Democrat
1890,12,15,68-72,Male,White,Not Hispanic,4-year,3225.858516860656,FL,FL-15,Democrat
1891,42,7,73-77,Female,White,Not Hispanic,HS grad,5916.801099999998,PA,PA-7,Republican
1892,34,1,38-42,Male,White,Not Hispanic,Post-grad,2399.6034000000004,NJ,NJ-1,Republican
1893,4,2,23-27,Male,White,Not Hispanic,HS grad,3187.1561999999994,AZ,AZ-2,Republican
1894,17,8,23-27,Female,White,Not Hispanic,Some college,1490.9063,IL,IL-8,Did not vote
1895,9,1,28-32,Male,White,Not Hispanic,No HS,293.9378,CT,CT-1,Republican
1896,37,5,58-62,Female,White,Not Hispanic,Post-grad,2102.366160617135,NC,NC-5,Democrat
1897,13,8,33-37,Female,Black,Not Hispanic,Post-grad,823.0723,GA,GA-8,Democrat
1898,6,7,58-62,Female,Black,Not Hispanic,Some college,647.418730606488,CA,CA-7,Democrat
1899,6,3,33-37,Female,White,Not Hispanic,4-year,3964.536233398894,CA,CA-3,Democrat
1900,35,1,68-72,Male,White,Hispanic,HS grad,259.7765,NM,NM-1,Democrat
1901,4,2,38-42,Female,Other/Multi,Not Hispanic,4-year,173.5238,AZ,AZ-2,Republican
1902,48,10,18-22,Female,White,Not Hispanic,HS grad,5638.485110274508,TX,TX-10,Republican
1903,6,51,48-52,Male,White,Not Hispanic,Post-grad,2353.9981240944235,CA,CA-51,Republican
1904,36,10,33-37,Male,White,Not Hispanic,4-year,8449.492300000007,NY,NY-10,Republican
1905,25,7,23-27,Male,White,Hispanic,Some college,102.8414,MA,MA-7,Republican
1906,25,6,43-47,Male,Other/Multi,Hispanic,4-year,344.999,MA,MA-6,Republican
1907,6,10,73-77,Female,White,Not Hispanic,No HS,144.0003103035964,CA,CA-10,Other
1908,45,7,33-37,Female,Other/Multi,Hispanic,HS grad,209.2058,SC,SC-7,Democrat
1909,48,30,28-32,Female,White,Hispanic,Some college,540.1373324042104,TX,TX-30,Republican
1910,1,5,63-67,Male,White,Not Hispanic,HS grad,4078.0914999999977,AL,AL-5,Republican
1911,9,1,78-82,Female,White,Not Hispanic,No HS,654.0240999999999,CT,CT-1,Republican
1912,48,35,33-37,Female,White,Not Hispanic,2-year,1022.559330469952,TX,TX-35,Other
1913,33,1,48-52,Female,White,Not Hispanic,Some college,2943.6602000000007,NH,NH-1,Democrat
1914,6,49,33-37,Female,White,Not Hispanic,4-year,4360.042326832849,CA,CA-49,Democrat
1915,12,5,63-67,Female,White,Not Hispanic,2-year,2639.941451002767,FL,FL-5,Democrat
1916,37,7,38-42,Male,White,Not Hispanic,4-year,2942.3371235614286,NC,NC-7,Republican
1917,40,4,18-22,Female,White,Not Hispanic,Some college,8995.281399999998,OK,OK-4,Republican
1918,36,6,78-82,Female,White,Not Hispanic,HS grad,2123.3816,NY,NY-6,Republican
1919,53,2,33-37,Female,White,Not Hispanic,HS grad,2941.5833000000007,WA,WA-2,Republican
1920,27,5,83+,Female,White,Not Hispanic,HS grad,3266.8623999999973,MN,MN-5,Democrat
1921,16,2,58-62,Male,White,Not Hispanic,2-year,2240.705800000001,ID,ID-2,Other
1922,26,11,43-47,Female,Other/Multi,Hispanic,HS grad,131.8574,MI,MI-11,Democrat
1923,18,9,78-82,Female,White,Not Hispanic,Some college,1739.3513000000005,IN,IN-9,Did not vote
1924,12,14,43-47,Female,White,Not Hispanic,Post-grad,2509.394079297823,FL,FL-14,Democrat
1925,5,3,33-37,Male,Other/Multi,Not Hispanic,4-year,412.5175,AR,AR-3,Republican
1926,18,6,58-62,Male,White,Not Hispanic,Post-grad,1421.1483999999998,IN,IN-6,Republican
1927,39,13,48-52,Male,White,Not Hispanic,4-year,3265.830041214232,OH,OH-13,Other
1928,4,1,23-27,Female,White,Not Hispanic,4-year,9257.226199999994,AZ,AZ-1,Democrat
1929,25,4,68-72,Female,White,Not Hispanic,4-year,3728.677199999997,MA,MA-4,Did not vote
1930,36,26,53-57,Female,Black,Not Hispanic,Some college,762.67,NY,NY-26,Democrat
1931,36,12,28-32,Female,White,Not Hispanic,Post-grad,10203.377299999998,NY,NY-12,Republican
1932,42,14,68-72,Male,White,Not Hispanic,4-year,3994.3984999999993,PA,PA-14,Republican
1933,47,2,28-32,Female,Black,Not Hispanic,HS grad,597.1708,TN,TN-2,Democrat
1934,39,13,58-62,Female,White,Not Hispanic,Some college,4707.938143770414,OH,OH-13,Republican
1935,6,26,28-32,Male,Other/Multi,Hispanic,No HS,1344.920927720582,CA,CA-26,Democrat
1936,26,10,48-52,Male,White,Not Hispanic,No HS,1385.1245,MI,MI-10,Republican
1937,36,8,68-72,Female,Black,Not Hispanic,HS grad,3206.743399999999,NY,NY-8,Democrat
1938,12,22,78-82,Male,White,Not Hispanic,4-year,2438.4204683298008,FL,FL-22,Republican
1939,5,1,73-77,Male,White,Not Hispanic,HS grad,4251.603399999991,AR,AR-1,Democrat
1940,12,14,23-27,Female,Black,Not Hispanic,Post-grad,373.2176093373908,FL,FL-14,Democrat
1941,26,2,38-42,Female,White,Not Hispanic,Some college,4592.3497,MI,MI-2,Democrat
1942,24,1,78-82,Female,Black,Not Hispanic,HS grad,574.6834,MD,MD-1,Democrat
1943,9,1,18-22,Male,White,Not Hispanic,Some college,4965.6871,CT,CT-1,Republican
1944,47,7,68-72,Female,White,Not Hispanic,Some college,2611.8417,TN,TN-7,Democrat
1945,51,1,63-67,Male,White,Not Hispanic,HS grad,4418.1462,VA,VA-1,Other
1946,12,5,28-32,Female,White,Not Hispanic,4-year,6514.809126868905,FL,FL-5,Democrat
1947,51,3,33-37,Female,White,Not Hispanic,No HS,531.9902,VA,VA-3,Democrat
1948,2,1,63-67,Male,White,Not Hispanic,HS grad,5241.0,AK,AK-1,Other
1949,51,1,48-52,Female,White,Not Hispanic,2-year,1557.7583999999993,VA,VA-1,Democrat
1950,53,1,58-62,Male,White,Not Hispanic,HS grad,3780.5917,WA,WA-1,Republican
1951,1,6,33-37,Female,White,Not Hispanic,Some college,1996.6733,AL,AL-6,Did not vote
1952,42,9,38-42,Male,Other/Multi,Not Hispanic,Some college,117.6083,PA,PA-9,Did not vote
1953,53,9,43-47,Male,Asian,Not Hispanic,Post-grad,982.5396000000004,WA,WA-9,Republican
1954,48,36,23-27,Male,Other/Multi,Hispanic,No HS,576.1443038480593,TX,TX-36,Democrat
1955,53,9,58-62,Male,Asian,Not Hispanic,Post-grad,765.3104000000002,WA,WA-9,Republican
1956,33,1,68-72,Female,White,Not Hispanic,Some college,3845.5055000000016,NH,NH-1,Did not vote
1957,6,13,68-72,Female,Black,Not Hispanic,4-year,39.75106971649024,CA,CA-13,Did not vote
1958,48,10,38-42,Female,White,Not Hispanic,Post-grad,2915.4458837027064,TX,TX-10,Democrat
1959,36,13,58-62,Female,Other/Multi,Hispanic,HS grad,2352.3446,NY,NY-13,Democrat
1960,36,14,28-32,Female,White,Not Hispanic,4-year,2744.2694999999985,NY,NY-14,Democrat
1961,24,3,38-42,Female,Black,Not Hispanic,Some college,1117.4107,MD,MD-3,Democrat
1962,34,9,33-37,Female,Other/Multi,Hispanic,Some college,1680.0838,NJ,NJ-9,Republican
1963,6,50,63-67,Male,Asian,Not Hispanic,Some college,237.247179143141,CA,CA-50,Democrat
1964,41,5,43-47,Male,Other/Multi,Hispanic,HS grad,328.77149999999995,OR,OR-5,Democrat
1965,6,12,33-37,Female,Asian,Not Hispanic,Post-grad,1789.756071274608,CA,CA-12,Democrat
1966,41,1,18-22,Female,Black,Not Hispanic,HS grad,289.4134,OR,OR-1,Democrat
1967,48,10,18-22,Male,White,Not Hispanic,Some college,14683.73125966906,TX,TX-10,Democrat
1968,26,9,48-52,Male,White,Not Hispanic,HS grad,6906.348100000002,MI,MI-9,Republican
1969,28,4,68-72,Female,Other/Multi,Hispanic,2-year,48.0,MS,MS-4,Democrat
1970,17,6,33-37,Female,White,Not Hispanic,No HS,262.5888999999999,IL,IL-6,Did not vote
1971,53,9,28-32,Female,White,Not Hispanic,HS grad,1096.3322000000005,WA,WA-9,Democrat
1972,41,2,53-57,Male,White,Not Hispanic,HS grad,5345.254800000001,OR,OR-2,Republican
1973,19,4,63-67,Female,White,Not Hispanic,HS grad,8688.22649999999,IA,IA-4,Democrat
1974,8,8,28-32,Female,White,Hispanic,HS grad,750.7035000000002,CO,CO-8,Democrat
1975,12,12,48-52,Female,Asian,Not Hispanic,Post-grad,201.7578605939724,FL,FL-12,Democrat
1976,26,6,18-22,Female,White,Not Hispanic,HS grad,5004.293399999998,MI,MI-6,Democrat
1977,51,8,53-57,Female,White,Not Hispanic,Post-grad,4899.846200000001,VA,VA-8,Democrat
1978,41,2,83+,Male,White,Not Hispanic,Post-grad,1318.0015999999998,OR,OR-2,Republican
1979,12,10,58-62,Female,Black,Not Hispanic,Post-grad,396.4954525655684,FL,FL-10,Democrat
1980,48,14,58-62,Female,White,Not Hispanic,2-year,1669.8021160819449,TX,TX-14,Democrat
1981,20,4,68-72,Female,White,Not Hispanic,2-year,1654.9326,KS,KS-4,Republican
1982,48,11,28-32,Male,White,Not Hispanic,Some college,2630.203468193937,TX,TX-11,Republican
1983,12,21,38-42,Male,Black,Not Hispanic,Post-grad,316.8021864887023,FL,FL-21,Democrat
1984,36,16,33-37,Female,White,Not Hispanic,4-year,3204.081399999999,NY,NY-16,Democrat
1985,51,2,23-27,Male,Asian,Not Hispanic,2-year,154.3152,VA,VA-2,Democrat
1986,12,28,73-77,Female,White,Not Hispanic,Some college,725.3968236025895,FL,FL-28,Democrat
1987,39,6,23-27,Female,White,Not Hispanic,2-year,1649.63440408622,OH,OH-6,Republican
